name,cum_prop100k
Hohf,89388.87
Hokoana,89388.91
Holzmiller,89389.03
Hookom,89389.07
Howsley,89389.15
Hozempa,89389.19
Huninghake,89389.27
Hurysz,89389.31
Ihns,89389.51
Illyes,89389.55
Itow,89389.63
Jackelen,89389.75
Jacquinot,89389.79
Jaloma,89389.87
Jannace,89389.91
Jannasch,89389.95
Jeski,89390.15
Jivan,89390.27
Kaback,89390.43
Kachelmeyer,89390.47
Kadiyala,89390.51
Kahut,89390.55
Kallestewa,89390.59
Kargl,89390.67
Kasic,89390.83
Kastenholz,89390.87
Kelahan,89391.03
Kenas,89391.07
Khanin,89391.19
Khoshnaw,89391.23
Kinzalow,89391.43
Kittay,89391.51
Kleinerman,89391.59
Klempay,89391.63
Klingelsmith,89391.67
Klinkman,89391.71
Knisel,89391.83
Kobussen,89391.91
Kocar,89391.95
Kogelschatz,89392.03
Konfrst,89392.27
Koonse,89392.35
Kopca,89392.39
Kotheimer,89392.43
Kottcamp,89392.47
Kotwal,89392.51
Koz,89392.55
Kraeuter,89392.59
Krajenka,89392.63
Krupin,89392.79
Kuenz,89392.87
Kuljanin,89392.91
Kumbalek,89392.95
Kumlien,89392.99
Kuntzsch,89393.07
Kupiszewski,89393.11
Kurfess,89393.15
Kwilos,89393.35
Labosco,89393.39
Lalos,89393.51
Lansink,89393.59
Laskay,89393.75
Latzig,89393.87
Laukhuff,89393.95
Laulainen,89393.99
Laxen,89394.03
Lazott,89394.11
Leibforth,89394.19
Leichsenring,89394.23
Lekaj,89394.31
Leschinski,89394.43
Leukhardt,89394.47
Lilek,89394.59
Lipoff,89394.67
Lipow,89394.71
Litza,89394.75
Loidolt,89394.83
Longueira,89394.87
Lovenguth,89395.07
Lundak,89395.15
Mackison,89395.27
Madenford,89395.35
Maffin,89395.47
Mallalieu,89395.63
Maneke,89395.83
Marstaller,89396.07
Marsyla,89396.11
Martinezsanche,89396.15
Matehuala,89396.27
Matlaga,89396.31
Matthei,89396.35
Mattimoe,89396.39
Mavashev,89396.43
Maximov,89396.51
Mayewski,89396.55
Mazzacane,89396.63
McCamman,89396.67
McCollaum,89396.75
McFrederick,89396.79
McVickar,89396.87
Medsger,89396.95
Mercker,89397.19
Merolli,89397.27
Merulla,89397.31
Messerle,89397.39
Micchelli,89397.51
Micol,89397.55
Milarch,89397.63
Miskowicz,89397.79
Mistak,89397.83
Miyaki,89397.87
Mochon,89397.91
Moultrup,89398.28
Mudaliar,89398.32
Mulally,89398.36
Murchland,89398.4
Mussatti,89398.44
Mustone,89398.48
Nalven,89398.72
Nejat,89398.8
Nemeh,89398.84
Netcher,89398.92
Neustrom,89398.96
Neztsosie,89399
Nicgorski,89399.08
Nietling,89399.12
Niknam,89399.16
Nipe,89399.28
Noske,89399.56
Nummy,89399.6
Nuttelman,89399.68
Oelhafen,89399.84
Ogozaly,89399.96
Okajima,89400.04
Ollenburg,89400.2
Omtvedt,89400.24
Ontjes,89400.36
Ouwinga,89400.52
Ozel,89400.6
Padayao,89400.64
Padrutt,89400.68
Pakala,89400.72
Palacz,89400.76
Palcher,89400.8
Papic,89400.88
Pascali,89401
Passell,89401.08
Pastoria,89401.12
Patague,89401.16
Pegoraro,89401.24
Pendon,89401.32
Pensky,89401.4
Pergrem,89401.52
Persails,89401.6
Perski,89401.64
Petersson,89401.68
Petitfils,89401.72
Phommahaxay,89401.76
Picchione,89401.84
Pilarz,89401.92
Pillinger,89401.96
Plancich,89402.12
Plancon,89402.16
Pleskach,89402.2
Pochmara,89402.24
Pokrant,89402.28
Povolny,89402.52
Presbrey,89402.56
Pronio,89402.64
Prusakowski,89402.68
Pucheu,89402.76
Pulcino,89402.8
Purkerson,89402.84
Quevillon,89402.88
Rabasca,89402.96
Raiten,89403.12
Rannazzisi,89403.2
Rapadas,89403.24
Raybin,89403.36
Reabold,89403.44
Reikowski,89403.52
Renaghan,89403.56
Repola,89403.68
Resecker,89403.72
Resinos,89403.76
Reyessanchez,89403.8
Rhubart,89403.84
Riboni,89403.88
Riveramartinez,89403.92
Rodeghero,89403.96
Rodeghiero,89404
Rollert,89404.08
Rosenstrauch,89404.28
Rotenberger,89404.32
Rutyna,89404.56
Saltares,89404.76
Sappingfield,89404.92
Saremi,89404.96
Sarnie,89405
Satern,89405.08
Saure,89405.12
Schatzlein,89405.24
Schaugaard,89405.28
Scheurman,89405.32
Schiffelbein,89405.36
Schilmoeller,89405.44
Schlacht,89405.52
Schleiden,89405.56
Schnorenberg,89405.64
Schollmeier,89405.72
Schrimpsher,89405.76
Schudy,89405.8
Schuenemeyer,89405.84
Schuering,89405.88
Schuldes,89405.92
Schwarzbauer,89405.96
Sebag,89406.04
Seiff,89406.12
Semelka,89406.2
Serbantez,89406.32
Shadoin,89406.36
Shaevitz,89406.4
Shai,89406.44
Shildt,89406.56
Shoub,89406.68
Shuber,89406.72
Shulse,89406.76
Silago,89406.84
Sirovatka,89406.88
Sitlinger,89406.92
Skadsem,89406.96
Slatky,89407.08
Sokolowsky,89407.16
Solic,89407.24
Sordello,89407.28
Spirek,89407.48
Spuehler,89407.56
Stamato,89407.6
Stellner,89407.8
Stepanenko,89407.84
Stepanovic,89407.88
Stiglets,89407.96
Stolicker,89408
Stothard,89408.16
Strelitz,89408.24
Stromley,89408.28
Stucko,89408.32
Suenram,89408.44
Swegan,89408.64
Sweiger,89408.68
Szalankiewicz,89408.72
Tamasy,89408.96
Teekell,89409.08
Terlisner,89409.16
Terteryan,89409.24
Terzyan,89409.28
Thalhammer,89409.37
Thiner,89409.45
Tilbe,89409.73
Titch,89409.77
Tjossem,89409.81
Tobergte,89409.85
Tokarcik,89409.93
Traenkner,89410.05
Troesser,89410.21
Tutewohl,89410.33
Twete,89410.37
Tycz,89410.41
Umnus,89410.45
Vanbilliard,89410.61
Vandrimmelen,89410.73
Vankouwenberg,89410.77
Vanmiddendorp,89410.81
Vansurksum,89410.85
Vantatenhove,89410.89
Varrichio,89410.93
Varshavsky,89410.97
Varvara,89411.01
Viehland,89411.13
Virgona,89411.29
Voccio,89411.33
Vomero,89411.41
Vossoughi,89411.45
Voznyuk,89411.49
Walchle,89411.57
Warrum,89411.65
Wasieleski,89411.69
Wegerer,89411.77
Weidling,89411.81
Weinsteiger,89411.89
Wellisch,89411.93
Wendelboe,89411.97
Wenderski,89412.01
Wickesberg,89412.13
Widdop,89412.17
Wiekamp,89412.21
Wiethoff,89412.25
Wietzke,89412.29
Willger,89412.33
Winkowitsch,89412.49
Winniford,89412.53
Wissenbach,89412.57
Wittlief,89412.73
Witzigman,89412.77
Wornstaff,89412.89
Wurstner,89413.09
Yakush,89413.17
Youkers,89413.33
Zanter,89413.57
Zarth,89413.61
Zawilinski,89413.69
Ziemkowski,89413.81
Zierdt,89413.89
Zierler,89413.93
Zillmann,89413.97
Zitello,89414.01
Zozula,89414.09
Zwaan,89414.17
Bedley,89375.05
Burre,89377.22
Corcorran,89379.46
Deke,89380.78
Dowrey,89381.98
Fabyan,89383.38
Lagrew,89393.47
Likkel,89394.55
Massen,89396.19
Mez,89397.47
Raynaud,89403.4
Uyesugi,89410.53
Zylberberg,89414.21
Asherman,89374.21
Bledsole,89375.9
Loro,89395.03
Mynard,89398.6
Nagib,89398.64
Perline,89401.56
Vincer,89411.25
Cabellero,89377.38
Eban,89382.82
Gett,89385.82
Oring,89400.44
Parrette,89400.96
Fonvielle,89384.34
Fowls,89384.5
Lasse,89393.83
Mammon,89395.71
McCoard,89396.71
Wayts,89411.73
Cordin,89379.5
Dodiry,89381.58
Griley,89386.95
Mollineaux,89397.99
Karie,89390.71
Mandat,89395.75
Cabin,89377.42
Dells,89380.86
Goodhall,89386.42
Lazara,89394.07
Mansingh,89395.91
Samels,89404.8
Mene,89397.15
Norriss,89399.48
Sallings,89404.72
Soleman,89407.2
Edwardo,89382.94
Aldin,89373.37
Burnem,89377.18
Marritt,89396.03
Dard,89380.46
Ones,89400.28
Fond,89384.26
Penwright,89401.44
Nobley,89399.36
Mohabeer,89397.95
Cael,89377.46
Kojo,89392.15
Percer,89401.48
Capenter,89377.78
Comanche,89379.14
Rugeley,89404.52
Seetaram,89406.08
Merville,89397.35
Oineal,89400
Pennybaker,89401.36
Haliday,89387.67
Calrk,89377.58
Torrington,89410.01
Killpatrick,89391.39
Hakins,89387.63
Habern,89387.47
Mammo,89395.67
Goodmen,89386.46
Ramble,89403.16
Stanch,89407.64
Rowells,89404.36
Lugay,89395.11
Farray,89383.78
Buther,89377.3
Froster,89384.7
Allamby,89373.49
Maven,89396.47
Wethers,89412.05
Kroma,89392.71
Boldridge,89376.14
Dorham,89381.82
Mayfeild,89396.59
Birchette,89375.82
Dunnock,89382.46
Ganges,89385.1
Crouther,89379.94
Clax,89378.78
Demolle,89380.94
Edmead,89382.9
Hannible,89387.71
Huzzie,89389.43
Jant,89389.99
Trowel,89410.29
Okine,89400.08
Sueing,89408.4
Dawan,89380.58
Ochieng,89399.76
Akanbi,89373.25
Merkson,89397.23
Okolie,89400.12
Ticey,89409.57
Accius,89373.09
Baloney,89374.69
Drisdom,89382.06
Gutrick,89387.35
Wurie,89413.05
Dorvilier,89381.94
Idehen,89389.47
Bumbray,89377.06
Drumming,89382.18
Rahmings,89403.08
Spivery,89407.52
Nious,89399.24
Ezenwa,89383.34
Aarts,89372.97
Achacoso,89373.13
Ahlrich,89373.21
Aldave,89373.33
Alewel,89373.41
Alipour,89373.45
Anchia,89373.57
Andriulli,89373.65
Antognoli,89373.77
Arfman,89373.85
Arguilez,89373.89
Arial,89373.93
Aridi,89373.97
Armogan,89374.05
Arnquist,89374.13
Arrunategui,89374.17
Aukema,89374.33
Avancena,89374.37
Aveiro,89374.41
Badalamente,89374.53
Balbastro,89374.57
Balkcum,89374.65
Bauml,89374.97
Bavone,89375.01
Bekaert,89375.21
Belsley,89375.29
Benoliel,89375.34
Bialer,89375.46
Binker,89375.7
Bino,89375.74
Bocca,89375.94
Bogusch,89376.02
Boroumand,89376.3
Bouchat,89376.38
Braveman,89376.62
Brazo,89376.66
Brezeale,89376.86
Candal,89377.62
Canterino,89377.74
Capretti,89377.82
Cariglia,89377.94
Carmone,89377.98
Carvente,89378.02
Castelblanco,89378.06
Catanio,89378.14
Catcher,89378.18
Chartoff,89378.38
Chasson,89378.42
Chesnes,89378.5
Chom,89378.62
Cichos,89378.7
Clarino,89378.74
Cobuzzi,89378.82
Coccoli,89378.86
Combel,89379.18
Comilang,89379.22
Concord,89379.26
Coomey,89379.34
Corkrean,89379.58
Corlin,89379.62
Crabaugh,89379.7
Crell,89379.78
Cretens,89379.82
Crory,89379.9
Cuiriz,89379.98
Cumbe,89380.02
Cuniff,89380.06
Cupertino,89380.1
Dabadie,89380.14
Dagastino,89380.22
Danals,89380.3
Dannenbaum,89380.38
Dantz,89380.42
Dargitz,89380.5
Darting,89380.54
Dearstine,89380.62
Debault,89380.66
Debrie,89380.7
Decamps,89380.74
Delesky,89380.82
Delporto,89380.9
Demoro,89380.98
Detrano,89381.06
Devarajan,89381.14
Devido,89381.22
Difuntorum,89381.3
Dimattina,89381.42
Dingerson,89381.46
Dirsa,89381.5
Dokic,89381.66
Donbrosky,89381.74
Dorl,89381.86
Dreifuerst,89382.02
Drogan,89382.1
Dubnicka,89382.22
Elfer,89383.02
Ellebrecht,89383.06
Elsensohn,89383.1
Eltrich,89383.14
Erixon,89383.26
Escobio,89383.3
Faccini,89383.42
Fakhreddine,89383.5
Falkin,89383.54
Fanz,89383.62
Faren,89383.7
Feen,89383.82
Fenyes,89383.98
Ferek,89384.02
Ferr,89384.1
Floresramirez,89384.18
Fontneau,89384.3
Fornino,89384.38
Fosket,89384.42
Fotiou,89384.46
Fralich,89384.54
Frauendienst,89384.62
Fremd,89384.66
Frykholm,89384.74
Fullone,89384.86
Gaii,89384.98
Gambaccini,89385.06
Garalde,89385.18
Garavalia,89385.22
Garberson,89385.26
Garboden,89385.3
Garig,89385.46
Gassiott,89385.54
Gauden,89385.58
Gelok,89385.66
Geramita,89385.74
Ghost,89385.86
Gibber,89385.94
Giffels,89385.98
Gilad,89386.02
Gionti,89386.1
Glogower,89386.22
Goduto,89386.26
Gomzalez,89386.34
Gorth,89386.58
Goux,89386.62
Guillemin,89387.11
Guiseppe,89387.15
Gummersheimer,89387.19
Hackerman,89387.51
Hanor,89387.75
Harish,89387.83
Hassouneh,89387.91
Hathon,89387.99
Hatleli,89388.03
Hawkenson,89388.11
Hawson,89388.15
Hazeldine,89388.19
Heckenbach,89388.23
Hedderich,89388.27
Hedland,89388.31
Heronema,89388.39
Hesher,89388.43
Himrod,89388.59
Hippenstiel,89388.67
Hittie,89388.75
Hobock,89388.79
Holmgreen,89388.95
Holtje,89388.99
Houghtlen,89389.11
Hulsart,89389.23
Hutchisson,89389.35
Huwa,89389.39
Infurna,89389.59
Ivanhoe,89389.67
Ixcoy,89389.71
Jaffrey,89389.83
Jarczyk,89390.03
Jasina,89390.07
Jellis,89390.11
Jesswein,89390.19
Jio,89390.23
Jungmeyer,89390.31
Jurdi,89390.35
Juron,89390.39
Kamenicky,89390.63
Karunakaran,89390.75
Kascsak,89390.79
Kauahi,89390.91
Kaulia,89390.95
Kc,89390.99
Keramidas,89391.11
Keslin,89391.15
Kickbusch,89391.27
Kickliter,89391.31
Kierzkowski,89391.35
Kirchdorfer,89391.47
Klauka,89391.55
Knasiak,89391.75
Knaster,89391.79
Kob,89391.87
Koepplinger,89391.99
Kogos,89392.07
Kohberger,89392.11
Kominos,89392.19
Komma,89392.23
Koniak,89392.31
Krietz,89392.67
Krupczak,89392.75
Kubu,89392.83
Kunisaki,89393.03
Kussy,89393.19
Kuzmak,89393.23
Kwant,89393.27
Kwek,89393.31
Ladenburg,89393.43
Landholm,89393.55
Larrain,89393.63
Larrauri,89393.67
Larrondo,89393.71
Lasman,89393.79
Laucirica,89393.91
Lecca,89394.15
Leinheiser,89394.27
Lemarie,89394.35
Lemonte,89394.39
Leykin,89394.51
Linze,89394.63
Livreri,89394.79
Loretdemola,89394.91
Lorich,89394.95
Lorico,89394.99
Lysher,89395.19
Mackaman,89395.23
Maclaine,89395.31
Madonado,89395.39
Maffe,89395.43
Maglia,89395.51
Makas,89395.55
Malkemes,89395.59
Maneen,89395.79
Mangio,89395.87
Maravelias,89395.95
Marchioli,89395.99
Mastick,89396.23
McSwiney,89396.83
Medran,89396.91
Meleo,89396.99
Melhouse,89397.03
Mema,89397.07
Mendall,89397.11
Mett,89397.43
Mikaele,89397.59
Militar,89397.67
Minino,89397.71
Miracola,89397.75
Morckel,89398.04
Moreyra,89398.08
Morfe,89398.12
Morganson,89398.16
Moscardelli,89398.2
Mosset,89398.24
Mutert,89398.52
Mutone,89398.56
Nahon,89398.68
Narel,89398.76
Neppel,89398.88
Nguien,89399.04
Nil,89399.2
Noar,89399.32
Noftsier,89399.4
Nordbrock,89399.44
Northcote,89399.52
Nuovo,89399.64
Nyegaard,89399.72
Oconell,89399.8
Oelmann,89399.88
Ogilby,89399.92
Olandese,89400.16
Onthank,89400.32
Orantez,89400.4
Osbron,89400.48
Overholtz,89400.56
Paltzer,89400.84
Parchert,89400.92
Pasela,89401.04
Paura,89401.2
Pelles,89401.28
Phua,89401.8
Pieczarka,89401.88
Pineira,89402
Pinley,89402.04
Plackett,89402.08
Polat,89402.32
Poncy,89402.36
Pottschmidt,89402.4
Pouk,89402.44
Poull,89402.48
Prodigalidad,89402.6
Prushinski,89402.72
Quinnette,89402.92
Radzicki,89403
Rahmati,89403.04
Rapaglia,89403.28
Rauckhorst,89403.32
Rehs,89403.48
Renny,89403.6
Repeta,89403.64
Rodner,89404.04
Ronke,89404.12
Ronsman,89404.16
Ronsse,89404.2
Rosebaugh,89404.24
Rubalcado,89404.4
Rudland,89404.44
Rudometkin,89404.48
Ryzak,89404.6
Saghian,89404.64
Salavarria,89404.68
Samowitz,89404.84
Sanlucas,89404.88
Satava,89405.04
Savisky,89405.16
Schafler,89405.2
Schilla,89405.4
Schipull,89405.48
Schlothauer,89405.6
Schnyer,89405.68
Scroggy,89406
Sekulic,89406.16
Sengsavang,89406.24
Sepesi,89406.28
Shayan,89406.48
Shevel,89406.52
Sholts,89406.6
Shoppell,89406.64
Sicre,89406.8
Skager,89407
Skaling,89407.04
Sletta,89407.12
Sostenes,89407.32
Sovel,89407.36
Speizer,89407.4
Sper,89407.44
Stanonik,89407.68
Statkiewicz,89407.72
Stellema,89407.76
Stetar,89407.92
Stomps,89408.04
Stonger,89408.08
Storseth,89408.12
Strausberg,89408.2
Stuttle,89408.36
Suke,89408.48
Summ,89408.52
Summerland,89408.56
Sunda,89408.6
Tabib,89408.76
Taborga,89408.8
Tagata,89408.84
Takemori,89408.88
Taleno,89408.92
Tass,89409
Tavara,89409.04
Tepezano,89409.12
Terras,89409.2
Texiera,89409.32
Thanner,89409.41
Thingelstad,89409.49
Thirsk,89409.53
Tichinel,89409.61
Tiemersma,89409.65
Tiggelaar,89409.69
Toczynski,89409.89
Tomasiello,89409.97
Travaille,89410.09
Tres,89410.13
Trikha,89410.17
Trook,89410.25
Us,89410.49
Valer,89410.57
Vandalsen,89410.65
Vanderslik,89410.69
Verderese,89411.05
Vermett,89411.09
Villacampa,89411.17
Villoch,89411.21
Voie,89411.37
Wakai,89411.53
Warino,89411.61
Weinmaster,89411.85
Whittamore,89412.09
Wilver,89412.37
Wily,89412.41
Windemuller,89412.45
Witalis,89412.61
Wittenbrook,89412.65
Wittine,89412.69
Wlasiuk,89412.81
Wornell,89412.85
Woytko,89412.93
Wronko,89412.97
Wuerz,89413.01
Wyres,89413.13
Yarno,89413.21
Yasquez,89413.25
Yglecias,89413.29
Younas,89413.37
Yurgel,89413.41
Zahrobsky,89413.45
Zakos,89413.49
Zamarripas,89413.53
Zarzosa,89413.65
Zeffer,89413.73
Zenoni,89413.77
Zienty,89413.85
Zorilla,89414.05
Zuzolo,89414.13
Abeytia,89414.49
Abfall,89414.53
Acello,89414.61
Aeby,89414.69
Afman,89414.72
Aghazarian,89414.76
Ahearne,89414.8
Ahina,89414.84
Alandt,89414.92
Allhiser,89415.08
Ambat,89415.12
Ammel,89415.16
Apger,89415.44
Arambel,89415.48
Aranoff,89415.56
Arrendo,89415.6
Aryal,89415.68
Aschettino,89415.76
Aucone,89415.8
Aussem,89415.88
Aveyard,89415.91
Baffoni,89416.07
Basedow,89416.31
Baumstein,89416.51
Beaulaurier,89416.59
Becirevic,89416.67
Bedway,89416.71
Belber,89416.87
Benight,89417.07
Bersche,89417.18
Beseman,89417.26
Betita,89417.34
Bhula,89417.38
Bigony,89417.42
Binuya,89417.54
Birkenbach,89417.58
Biza,89417.66
Blazich,89417.7
Blochlinger,89417.78
Bobar,89417.86
Boccuti,89417.9
Boguslavsky,89417.98
Boldra,89418.02
Bombardo,89418.06
Bonikowske,89418.1
Bonogofsky,89418.14
Bonvino,89418.18
Bozzini,89418.29
Breivik,89418.37
Brienen,89418.45
Bucchieri,89418.53
Buchy,89418.57
Budway,89418.65
Bukoskey,89418.69
Bukovinsky,89418.73
Camaioni,89419.17
Cammenga,89419.21
Canziani,89419.29
Capicotto,89419.33
Caudron,89419.68
Cernek,89419.76
Chaar,89419.8
Chakerian,89419.84
Chaklos,89419.88
Chanocua,89419.92
Chenaille,89420
Chinigo,89420.04
Cigan,89420.2
Cirbo,89420.24
Cirka,89420.28
Cloaninger,89420.44
Corasaniti,89420.63
Cossick,89420.71
Coticchio,89420.75
Cristinzio,89420.83
Cronyn,89420.91
Croze,89420.95
Cuasay,89421.03
Custy,89421.15
Czerepak,89421.27
Dalterio,89421.55
Dartnell,89421.75
Deabenderfer,89421.82
Debrino,89421.9
Decataldo,89421.98
Dellagrotta,89422.22
Delliquadri,89422.26
Denberg,89422.38
Denetsosie,89422.46
Denges,89422.5
Desabato,89422.54
Dheel,89422.62
Dierich,89422.7
Dipietra,89422.86
Diregan,89422.9
Dlubac,89422.94
Dodgins,89422.98
Dohms,89423.01
Donatoni,89423.09
Dranginis,89423.25
Drazich,89423.29
Drda,89423.33
Dudycha,89423.45
Dueringer,89423.49
Duewel,89423.53
Eathorne,89423.69
Eckburg,89423.73
Edelbach,89423.85
Eggerth,89423.89
Eipper,89423.93
Eiynck,89424.01
Ekola,89424.09
Eloe,89424.2
Elslager,89424.24
Emmell,89424.28
Erdly,89424.4
Eschenbaum,89424.52
Euliano,89424.64
Fastnacht,89424.8
Feek,89424.88
Feinblatt,89424.96
Feldbush,89425
Fentiman,89425.04
Ferrans,89425.08
Fignar,89425.16
Filiberti,89425.2
Finneyfrock,89425.28
Firehammer,89425.32
Fishbach,89425.39
Fitzmartin,89425.43
Fleigle,89425.47
Flibotte,89425.55
Floeck,89425.59
Floom,89425.63
Fopiano,89425.87
Fradera,89425.95
Frandson,89425.99
Fredrichs,89426.03
Furca,89426.15
Furqueron,89426.19
Gafkjen,89426.23
Galanes,89426.27
Galba,89426.31
Galliford,89426.35
Gamewell,89426.43
Garciasalas,89426.51
Gaull,89426.62
Gawinski,89426.66
Geaghan,89426.7
Gemellaro,89426.86
Gentiluomo,89426.94
Germack,89426.98
Giallonardo,89427.1
Gigous,89427.22
Gisriel,89427.38
Giuliana,89427.42
Giustiniani,89427.46
Goggleye,89427.66
Goldstrohm,89427.7
Gomory,89427.73
Gonka,89427.77
Gortsema,89427.81
Gosiewski,89427.85
Gramarossa,89427.89
Grille,89428.05
Gronkowski,89428.13
Gruchala,89428.21
Grulich,89428.29
Grunhut,89428.33
Grzejka,89428.37
Gualberto,89428.41
Hablewitz,89428.85
Hagness,89428.92
Halpine,89428.96
Halupka,89429
Hanusch,89429.12
Hanville,89429.16
Harbron,89429.24
Hatada,89429.32
Hayama,89429.4
Heddin,89429.44
Heddins,89429.48
Heddle,89429.52
Hedgecoke,89429.56
Hendsbee,89429.68
Herkner,89429.76
Hertog,89429.8
Hethcote,89429.84
Highelk,89429.88
Hirshfeld,89429.96
Hitomi,89430
Hogness,89430.08
Holina,89430.15
Hollenhorst,89430.19
Hondel,89430.23
Hoppough,89430.31
Hranac,89430.39
Hryb,89430.47
Huacuja,89430.51
Hulak,89430.59
Hulker,89430.63
Huovinen,89430.67
Iljazi,89430.79
Incognito,89431.03
Isenbart,89431.11
Jaksha,89431.23
Jamgotchian,89431.3
Jayasuriya,89431.46
Jedrzejek,89431.5
Juffer,89431.9
Kalosky,89431.98
Kamysz,89432.06
Kanavos,89432.1
Karounos,89432.26
Karoutsos,89432.3
Karrigan,89432.34
Kashin,89432.38
Katner,89432.42
Kemink,89432.69
Kenik,89432.73
Kiesau,89432.81
Kjome,89433.01
Kleps,89433.09
Klimmek,89433.13
Klobnak,89433.17
Klonoski,89433.21
Kneff,89433.25
Knoppel,89433.29
Kokotovich,89433.45
Kolenko,89433.49
Konken,89433.53
Konstant,89433.57
Kopaska,89433.64
Kortge,89433.68
Kotajarvi,89433.72
Koukal,89433.76
Kowing,89433.8
Kratchman,89433.84
Kratka,89433.88
Krischer,89433.96
Kromhout,89434
Krueth,89434.04
Kudej,89434.16
Kuharich,89434.24
Kuric,89434.32
Kusa,89434.4
Kusters,89434.44
Kutella,89434.48
Kwarciany,89434.52
Laborie,89434.64
Lajuett,89434.76
Lalomia,89434.83
Lammle,89434.87
Lamph,89434.91
Lancellotta,89434.95
Langren,89434.99
Larum,89435.07
Laudan,89435.11
Lauen,89435.19
Leazott,89435.31
Lemansky,89435.39
Leteff,89435.51
Lezo,89435.67
Libertino,89435.71
Licul,89435.75
Liebal,89435.79
Liesegang,89435.87
Loynaz,89436.06
Lutzky,89436.18
Lyngholm,89436.3
Macuch,89436.42
Madvig,89436.5
Mahugh,89436.58
Malbone,89436.66
Manchik,89436.82
Manelis,89436.86
Manessis,89436.9
Mangnall,89436.98
Marcavage,89437.1
Marnon,89437.14
Marohnic,89437.18
Martling,89437.21
Martynowicz,89437.25
Matli,89437.37
Mattausch,89437.45
Mavencamp,89437.53
McCathran,89437.61
McClerren,89437.65
McCluskie,89437.73
McMeel,89437.97
Meligan,89438.13
Melligan,89438.21
Mennuti,89438.25
Meschede,89438.33
Metzig,89438.44
Michaliszyn,89438.48
Migliarese,89438.6
Mikolic,89438.64
Milczarek,89438.68
Mishue,89438.84
Mlekush,89438.88
Molaski,89438.92
Mortola,89439.2
Motko,89439.24
Mounkes,89439.28
Mrosla,89439.4
Mucia,89439.44
Mulalic,89439.55
Mullokandov,89439.59
Munsterteiger,89439.63
Musheno,89439.71
Naiditch,89439.75
Neanover,89439.87
Nerdin,89440.03
Nerheim,89440.07
Niksch,89440.15
Nischan,89440.19
Nocchi,89440.27
Norick,89440.31
Ojinaga,89440.59
Oldland,89440.63
Ontivero,89440.74
Oparka,89440.82
Opolski,89440.86
Orcholski,89440.9
Ortizrodriguez,89440.94
Osiek,89441.02
Ottavio,89441.1
Paleczny,89441.26
Pankiw,89441.34
Patzwald,89441.58
Paulic,89441.62
Pearlmutter,89441.7
Pesaresi,89441.9
Petmecky,89441.93
Peuler,89441.97
Pevler,89442.01
Philby,89442.05
Pichinte,89442.09
Pietrandrea,89442.13
Pitler,89442.37
Pittler,89442.41
Podolan,89442.49
Pohly,89442.57
Polacco,89442.61
Polyakova,89442.69
Pompo,89442.73
Poxon,89442.97
Prodzinski,89443.12
Pruchnik,89443.24
Puthuff,89443.4
Radia,89443.6
Raica,89443.64
Ramian,89443.68
Rannebarger,89443.88
Rashbaum,89444
Raubenstine,89444.12
Rauchut,89444.16
Redelsperger,89444.31
Reichter,89444.39
Remter,89444.43
Riedler,89444.59
Riggar,89444.63
Risola,89444.67
Ritchel,89444.71
Rohlfsen,89444.75
Rollett,89444.79
Ronspies,89444.87
Rowlson,89445.03
Rugnetta,89445.15
Rugroden,89445.19
Rumora,89445.27
Rumpff,89445.31
Rykert,89445.35
Saatkamp,89445.39
Sagherian,89445.43
Sakihara,89445.5
Saleme,89445.54
Saligan,89445.58
Sarkkinen,89445.82
Sarradet,89445.86
Savath,89445.9
Scarmardo,89446.02
Scears,89446.06
Schapansky,89446.14
Schelich,89446.18
Schendt,89446.22
Scherschligt,89446.26
Schiesel,89446.34
Schlinsog,89446.38
Schloeman,89446.42
Schonrock,89446.46
Schulken,89446.5
Schwagel,89446.54
Schwartzwald,89446.58
Schwei,89446.62
Sedey,89446.85
Segedi,89446.93
Seigfreid,89446.97
Senninger,89447.17
Serwin,89447.29
Setareh,89447.33
Settell,89447.41
Severi,89447.45
Shreckengast,89447.61
Shroba,89447.65
Shrodes,89447.69
Sierant,89447.84
Simers,89447.92
Simonar,89447.96
Sipola,89448.04
Sivigny,89448.08
Skadberg,89448.12
Skaret,89448.16
Skursky,89448.2
Soich,89448.44
Sokola,89448.48
Sollami,89448.52
Spas,89448.72
Sprance,89448.8
Spreer,89448.84
Spruck,89448.88
Spunaugle,89448.92
Squillacioti,89448.96
Stalteri,89449
Staszko,89449.03
Stautz,89449.15
Steenhard,89449.19
Steenhoven,89449.23
Steigner,89449.27
Stemkowski,89449.31
Stendardo,89449.35
Storvick,89449.47
Stoterau,89449.51
Strohbeck,89449.59
Stuerke,89449.67
Stukenholtz,89449.71
Sumibcay,89449.83
Sumstad,89449.91
Svobodny,89449.95
Swallen,89449.99
Swortzel,89450.03
Symer,89450.07
Szwaja,89450.11
Tateosian,89450.26
Tautolo,89450.34
Tavai,89450.38
Teslaa,89450.42
Tharakan,89450.46
Thieken,89450.62
Thorfinnson,89450.66
Tondini,89450.86
Torola,89450.94
Torretti,89450.98
Trapane,89451.06
Trobec,89451.18
Trudnak,89451.26
Truka,89451.3
Tsuzuki,89451.37
Tumberg,89451.41
Tureson,89451.49
Ubersox,89451.61
Ullstrom,89451.73
Undercuffler,89451.81
Urankar,89451.85
Usko,89451.97
Valco,89452.09
Valleskey,89452.17
